Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Saudi Arabia,SAU,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,76790666666.6666,81427200000,88330400000,103261066666.667,124289066666.667,152468533333.333,186922400000,188998133333.333,211571733333.333,226157866666.667,223914400000,245731466666.667,261890666666.667,274451466666.667,245834933333.333,226530400000,219114933333.333,207055733333.333,217089333333.333,208926933333.333,226109066666.667,226250400000,245093600000,267406400000,279783466666.667,279856533333.333,281718933333.333,282285066666.667,291837066666.667,299403466666.667,307890133333.333,305585600000,320450933333.333,322205866666.667,322617333333.333,347327466666.667,379469866666.667,407004266666.667,429701866666.667,455450933333.333,493832533333.333,502865600000,526811466666.667,579276266666.667,610467200000,626766133333.334,649572533333.334,672214400000
Sudan,SDN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,9321521196.31941,9323608409.26751,9968414449.92661,9684616513.60073,9576105313.26003,10225085063.6265,9859523192.05264,9999930816.36486,10196251540.5041,10337913211.4384,10950442293.1335,11196533126.8699,10628758445.743,10695952951.8466,11920135693.7704,13793202216.7589,16091869674.9345,17093404114.2742,16079596585.8733,15272626059.4999,15505428248.4298,16658654344.3839,17651287989.0814,18015346102.8651,17112974212.4823,16038100844.4314,16906373314.0355,19310609152.6946,19246673305.7173,20965669470.294,19818836075.7381,21307411140.4784,22708983110.0303,23746499591.8242,23985443577.336,25423872772.0788,26928743519.7469,29774232838.9614,31057056882.6533,32021097643.6716,34053114158.2253,36266689312.9815,38597648770.0863,41583019314.8311,43197815735.7573,46433219017.4981,51106401194.5342,56994834761.4621,61441550872.0498,63433392297.3437,65634109236.7736,64342607849.351,62917610059.7192,64993891101.6889,67008701896.0555,69313544095.4987
Senegal,SEN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,3459917337.71931,3563488172.88969,3558633441.90434,3624983399.73265,3765775112.50999,3815942372.79159,3925717913.79648,3877832286.77541,4121777933.92389,3851630717.24332,4181409092.15106,4175536326.54801,4442069533.64709,4194058125.81876,4370241093.11547,4699567716.65996,5118792828.90845,4981460464.54662,4784496941.95762,5119492376.09982,4950004017.2492,5200945285.71626,5608858784.62526,5310108938.92354,5509013106.79901,5689899938.37752,5867045853.03639,6224605604.58975,6187729111.00603,6433868070.03011,6390398403.11522,6553725830.46357,6635165523.30296,6721474456.62862,6720309715.60007,7080751704.95737,7223225286.45743,7448881251.1181,7888266362.19407,8389947718.44603,8657305073.03932,9053888982.59465,9113174181.95362,9722228402.75696,10292998286.3963,10871733113.8584,11139348462.2287,11689463524.3961,12119930871.2423,12413618117.2848,12932428287.6047,13160183616.2284,13740703041.3116,14219596407.1345,14832610463.4065,15794534138.9893
Singapore,SGP,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,5580564723.13899,6034690135.68024,6464466446.64467,7109937660.43272,6848258159.14925,7368536853.68537,8169636963.69637,9173157315.73158,10422368903.557,11852805280.5281,13498643197.6531,15129446277.9611,17175944261.0928,19087275394.2061,20321818848.5515,21258452511.9179,22839383938.3939,24549174917.4918,26685735240.1907,29199413274.6608,32127172717.2718,35559589292.2626,38110084341.7676,41364869820.3154,45005207187.3855,44696002933.6267,45289402273.5607,50161129446.278,55736633663.3664,61412394572.7907,67580784745.1412,72099963329.6664,77210121012.1013,86118151815.1816,95526952695.2696,102240630729.74,109941327466.08,119056692335.9,116407407407.407,123502676934.36,134491382471.581,133210634396.773,138821048771.544,144978217821.782,158822442244.224,170716905023.836,185842757609.094,202775870920.425,206400733406.674,205155335533.553,236421782178.218,251097543087.642,260313164649.798,272484048404.841,281367070040.337,287017968463.513
Solomon Islands,SLB,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398981209.222573,422936754.12854,476609320.169149,495561491.657247,541122522.572991,585622231.305354,595022521.269488,586456138.959304,596917732.980361,594037003.929251,509282875.198045,468649412.857027,455527217.47858,485136494.952858,508900280.0703,536488747.613202,573756743.190212,615755744.042318,659440505.394746,628262999.367287,671585231.579861,758410960.574936,793757551.710719,817684474.941094,830010465.696136,857018886.615272
Sierra Leone,SLE,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,864335569.947799,879971776.82679,919931005.387422,935567212.266413,998112114.452286,1069778119.24404,1087964347.24989,1088359077.61465,1110343102.01187,1205004812.49021,1308882170.8892,1354246933.91451,1366438334.06385,1397273630.8836,1446175809.12559,1470315614.69568,1463711304.80861,1464394503.91386,1499632699.90159,1567285114.13079,1643196627.50551,1690544164.50985,1771381853.66208,1734133207.39245,1805111873.8061,1709236235.80983,1730363197.49897,1855490410.33831,1724121689.29523,1736707777.6046,1794887453.14019,1837102499.65461,1487815861.51711,1508266625.19794,1478894877.21532,1360586935.68374,1384449200.51609,1303083985.54768,1326344220.787,1300092080.77352,1386583669.15798,1287577162.06724,1625805355.24041,1778344672.4777,1892470594.25342,1974461587.42828,2083567039.51163,2251467571.5559,2373039542.36284,2483374322.31049,2616610911.08235,2780636557.91627,3199014366.94802,3854410523.70372,4031360394.24972,3212944006.67315
El Salvador,SLV,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,7571167751.96232,8113349503.17651,8554460052.44381,8831341609.46783,9139150851.86866,9411250341.55906,9774360615.09035,10372310418.3219,10876578285.909,11456952622.9573,11791900286.2671,12387304011.5051,13227170870.1675,13931222202.3931,13348860135.7184,11777523405.7845,10546661893.5996,9881611171.2186,10033295260.314,10167435977.6377,10230127926.9888,10249503276.0952,10507133613.8695,10704400499.0547,10807397365.6997,11329563295.5046,11734755242.3975,12619947433.8916,13549977406.3464,14369800832.9661,15288975342.662,15549742437.197,16210037758.9246,16817707685.1036,17397766977.7435,17772280442.9264,18075997411.8554,18499124471.1327,18924611413.6183,19274818081.7541,19961544095.4165,20742429449.0965,21538890031.9524,21813344449.0965,21129922271.926,21418300000,21893108501.5425,22304908121.4191,22716943729.6166,23040719705.8175,23606383710.8859
San Marino,SMR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24045674131.5006,24629059461.7961,26398616216.105,27040223134.5098,23755758797.5644,25599017868.5148,26877103625.5498,28789621363.4826,30060802352.7929,32780256764.2151,34596422952.0809,36293152225.2341,38430368884.6748,40492805121.3899,39231060776.6224,39460357730.5224,40013381123.366,39607137113.7376,40625727367.813,39881747972.7617,40171319329.1041
Sub-Saharan Africa (excluding high income),SSA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,244697244703.53,248326722242.973,262842813642.259,279404727702.927,294445792687.367,312240976242.893,317277515461.364,316130478572.232,325761240397.535,354941307542.804,389955646908.515,419006461173.845,430128513613.534,448847327239.424,484337709294.648,484050140123.255,509496962842.287,521514539638.853,520158524977.773,541041827027.882,562807488604.009,562010953694.215,563368122812.712,555090538779.439,566956408229.334,579342071445.137,576866844780.872,577209995542.885,602714036133.346,622424289177.449,637443649520.891,637643193852.265,628563481647.29,628229523477.594,640204022306.525,660873105901.496,695592806756.194,720655386904.442,738475247329.115,754597534354.488,781993818288.246,812337716611.543,836574639669.137,877416685503.045,979200002288.878,1033493542744.44,1106479570520.97,1184766206009.7,1247853340377.06,1283379982161.14,1354415555621.32,1412660849641.87,1464126751207.68,1533550438710.48,1604592833506.33,1652378568480.88
South Sudan,SSD,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14192832075.0773,14908383840.9088,15727363443.0995,14997563965.1164,8086368185.54746,9148086587.35648,9456710871.19987,8856230729.30292
Sub-Saharan Africa,SSF,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,244808113644.4,248430608199.615,262956076478.85,279530486332.118,294579146233.68,312370806989.848,317429254156.997,316283259199.34,325926948978.559,355104173198.093,390132618420.334,419214634512.022,430351290507.096,449092218513.477,484582942418.024,484304671884.272,509798052971.68,521792949498.668,520506185905.332,541450084854.993,563194248467.321,562362234765.051,563714941562.155,555431341915.257,567313439531.995,579742111315.188,577266217872.852,577627589326.992,603154308751.761,622914402954.011,637968369234.901,638182593125.421,629142123639.526,628844392872.261,640813820289.028,661477624023.434,696227031234.627,721366023566.441,739246005242.643,755382699205.48,782790722387.75,813116074970.843,837362304609.808,878157142904.458,979918175744.238,1034276707937.24,1107336626220.81,1185712923072.88,1248778910317.3,1284295285596.56,1355385369041.19,1413707191091.38,1465242340257.55,1534733556329.38,1605815155547.69,1653643700287.95
Small states,SST,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215576462802.592,223323159255.974,232894887079.193,243413082779.487,262888546684.171,276741221119.216,303497282809.78,329469198301.602,349233096436.201,352575012999.833,378924271154.191,403391853152.308,416605818789.779,428586464345.361,441030451882.685,451030382774.849
Sao Tome and Principe,STP,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117691534.38839,121445815.855126,124332434.091589,132505392.705012,137583300.252067,147343143.747051,160774423.93869,166005388.496016,179594874.824499,186807083.313057,195176113.354139,204600360.061225,213989767.348994,222947538.253308,232932364.447896,
Suriname,SUR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,2760507982.29476,2661900018.83952,2930519030.65349,3153634024.23397,2963574795.71282,2809409926.33314,2816570659.75036,2759754344.76486,2675791082.6994,2571319407.11223,2523545781.76464,2434074754.6701,2089325910.99983,2272609655.19483,2523017433.29174,2510689030.05301,2580539157.61669,2575341225.08604,2388509970.83808,2466069067.21504,2493109230.16414,2524880847.59858,2669720431.28014,2711480231.85121,2687861676.4778,2686015459.07552,2808311822.31545,2929067669.55154,3105109163.1588,3392519059.66017,3547581434.52833,3683884388.31941,3872185689.69132,4032626084.2276,4154157281.28651,4368398047.64333,4598490709.26871,4739716685.29764,4874217614.84901,4964045021.37081,5038472542.21224
Slovak Republic,SVK,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40722096158.9404,41496356556.2914,44071425430.4636,46646737218.5431,49798725827.8146,52820284768.2119,54939336423.8411,54826671523.1788,55490170860.9272,57330483443.7086,59923421192.053,63170501986.755,66492536423.8411,70746254304.6358,76749434437.0861,85064802649.0066,89873279470.1987,84938013245.0331,89254437086.0927,91790993377.4834,93189271523.1788,94520000000,96903708609.2715,100387417218.543
Slovenia,SVN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29974860927.1523,31028860927.1523,32615801324.5033,33687430463.5762,35464225165.5629,36937920529.8013,38027350993.3775,39486198675.4967,40608437086.0927,42375629139.0728,44071920529.8013,46564635761.5894,49796953642.3841,51440397350.9934,47429403973.5099,48016423841.0596,48328211920.5298,47014569536.4238,46517218543.0464,47935231788.0795,49315364238.4106
Sweden,SWE,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,135793640095.871,143508806469.053,149620520762.957,157592149212.864,168342229456.357,174775348883.349,178429615633.696,184434660671.177,191144859018.187,200720546598.869,212848099590.704,214858761165.453,219776316989.247,228496999778.009,235804780839.403,241824553076.656,244383310426.639,240482320860.215,244694484245.578,254090761040.583,258410231356.226,259585559764.135,262826912951.786,267822302948.318,279149941644.121,285180623683.663,292855755948.665,302677678126.951,310423317058.619,318664456732.57,321069336926.812,317389963038.501,313712705972.945,307232604925.425,319791050988.553,332660423170.309,337709746791.537,347504960110.995,362193270898.37,378601179327.09,396529032258.064,402728407908.429,411079292403.746,420886576482.83,439071106486.299,451445577523.413,472609920221.991,488702046479.362,485979743322.927,460783350676.379,488379327089.837,501391744710.371,499956156781.131,506161637183.49,517636212278.876,538826361429.067
Swaziland,SWZ,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,475641409.057704,541011833.459688,570357910.355328,621796620.462983,657509426.63393,748958761.17431,733085051.66454,740486221.567856,750313422.412691,773625250.739249,869934265.086305,997305174.598131,1008999262.69255,1021131004.46757,1084050599.99953,1125162302.05374,1263157586.45848,1447661832.1374,1542770636.66398,1741959362.55494,2108084380.54373,2145194599.5818,2214403029.13604,2283184904.56249,2337997124.86399,2450820716.46593,2544982567.45626,2623948426.4037,2692277075.05044,2771722803.67197,2820509950.63794,2853168009.10722,2903874644.68871,2968924164.0575,3055221421.45661,3130481587.07912,3233867672.3231,3347171143.5183,3426616862.22066,3469461572.46804,3527776867.18024,3574596526.66026,3682817057.33887,3791428651.35001,3884332771.2449,3948711209.07248
Sint Maarten (Dutch part),SXM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,117996015.496283,112235123.924407,121672505.535006,134004747.605343,141936818.879032,140431478.00256,159946548.974313,160753862.325896,172895980.345911,172895980.345911,188235086.723801,218073690.539979,231830450.532942,252820811.451038,256114686.572972,264252487.613748,307266576.64788,288246078.631383,349215002.896053,404371209.950201,387191407.753007,355382941.035229,351410919.644009,345404444.17515,360986095.763491,401148461.470818,400439225.926256,418074999.070898,440637445.080708,489983652.945451,524260678.36111,538732506.955193,577313656.241428,613087761.58173,608191048.028002,603169565.089069,632830581.345593,708526965.617602,768067310.19775,782445580.840157,794294457.974911,776254738.028627,785669398.20425,739416038.787077,718339327.254205,783031253.312258,856684174.335502,945962968.234513,925654158.746992,915423405.095384,969936525.298729,1046438130.96225,1115610241.47237,1183102676.00985,1222346014.64363,1265101403.03841
Syrian Arab Republic,SYR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2089939860.67217,2119151862.79773,2232740863.16845,2197029199.78331,2141863123.50619,2154847692.90595,2115907604.1883,2132140876.57561,2122392326.22674,2268440726.36035,2310625931.2903,2258691693.48996,2284657976.73097,2093183464.56802,2197044142.36196,2395003692.4087,2466393130.67591,2521507764.45142,2509665901.93567,1971566235.20291,1852332400.73231,1871650710.65983,1971720555.99273,2280861057.35211,2327593594.71343,2834840795.51723,2719132019.60019,2654177162.86252,3065106401.57119,3214828729.89803,3080497999.58715,3343422729.26233,3610944804.77222,3043671260.15011,3352204795.72511,3393656461.22656,3468808068.44991,3664913397.66066,3919682781.26108,3892917218.87186,3858671964.76117,4308521138.28052,4674366708.22705,5362511409.93685,7165890312.61542,8407920668.46858,8462426024.33746,8739274256.08724,9006057341.2583,9385905421.14178,10657705072.2884,10666537090.9999,11614000362.3244,12275998541.2593,13123040604.7701,13359255272.8226
East Asia & Pacific (IDA & IBRD countries),TEA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,243681891508.163,214567336804.145,214005561081.95,226784968141.573,250428016694.928,275946754626.844,297972889908.934,295154381311.274,302520095466.33,336067552277.424,380296489080.459,405115317866.271,426386544899.067,464229140613.128,484325961633.275,517242609423.192,533383969474.133,574748270553.377,631521814642.554,676449836860.526,725950759449.719,768191103178.358,813587626501.882,881814281588.314,966504577838.309,1039864808500.75,1112829405258.62,1213629336651.48,1333663292829.38,1417263409602.7,1499197868793.45,1624791443198.45,1802587559005.17,2002434942194.25,2218566862482.55,2436205857473.84,2653425629404.96,2840349345874.55,2889635795551.68,3064645807817.64,3292664224023.96,3511936410646.83,3786292219504.01,4115221495217.83,4480232118535.38,4912446408128.61,5438922962437.97,6098466733169.7,6611224495542.73,7110325149188.8,7805155855037.57,8464018455153.76,9092820349213.49,9741747314856.31,10396639323702.6,11068289284086.1
Europe & Central Asia (IDA & IBRD countries),TEC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2736925884831.4,2696413420726.62,2549029708382.85,2307438121546.89,2199580374053.83,2003884528789.56,1997872351550.22,2015790026084.99,2082552656068.13,2066562070729.51,2117437715049.19,2274254825588.03,2332859199657.95,2445686238715.91,2599563734406.43,2799703385455.64,2980524054470.92,3212486461708.98,3454926873198.04,3602802319024.73,3420793994071.78,3592525864590.34,3779516605318.67,3877779217838.72,3970060921238.59,4039624889351.76,4037516960187.5
Togo,TGO,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,551677358.594515,618812727.22419,642164571.232772,674270836.512754,770597244.157899,889729364.225827,973441500.867495,1026984400.30633,1078576931.95576,1195396179.45215,1225571596.8311,1225571596.8311,1319023361.98946,1369640672.47232,1435833339.63889,1470875443.63811,1440700101.63733,1540959651.63655,1711165340.73355,1622736719.75554,1859282339.1104,1797643669.85664,1733244837.26307,1639406826.81256,1730484975.43599,1826622971.01486,1855602423.20758,1865069004.98452,1988953784.79479,2069705739.73807,2064662774.71294,2050210806.54708,1968598335.16247,1671422126.76474,1921841515.26526,2072625977.95603,2255767595.65452,2580087820.14977,2520748984.98985,2583307708.87565,2563068019.81933,2521371868.52752,2498121012.08473,2621887861.20628,2677447377.50821,2709052152.60689,2818834121.81118,2883398217.58234,2947567674.93768,3051036045.03104,3172945644.5585,3327904819.97373,3488321264.18983,3626730618.31805,3842067435.8639,4052430962.57593
Thailand,THA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,15640039520.5274,16478681321.2598,17723522837.9166,19141374674.4431,20448921240.3065,22121982764.2946,24582504388.6341,26700528623.837,28869217718.3237,30760341982.7645,34269466128.7502,35947084581.3924,37485083484.8534,41322218946.3522,43167773949.1126,45313387242.1459,49539681264.9782,54416101577.1867,60018645469.7684,63242706968.395,66514594346.5318,70443523477.7016,74213906526.4864,78358161327.2215,82865659903.9198,86716626292.7322,91515375037.3398,100226674189.074,113544908985.654,127386607913.042,141612078625.26,153731608960.332,166158331427.294,179868127004.917,194252009985.84,210025781833.697,221897224397.99,215787083333.308,199314472180.963,208427724541.188,217714588705.385,225213209853.866,239061299460.763,256248205097.28,272364394116.505,283770565333.111,297868050989.676,314057455297.115,319477044016.926,317118409570.784,340923571200.889,343765791175.471,368623355242.115,378583990657.959,381679418683.633,392441568833.617
Tajikistan,TJK,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,6236130508.75335,6454395076.55968,6376942335.64102,7263337320.29519,6791220394.47592,6750473072.10901,6271189483.98939,4452544533.63248,3722327230.11674,2929471530.10177,2566217060.36914,2137658811.28752,2173999011.07937,2289220958.66657,2373922134.13731,2570957636.73731,2833195315.68452,3139180409.77843,3484490254.85395,3843392751.10404,4100900065.42794,4387963070.00791,4730224257.26005,5103911870.99051,5297860572.73719,5642221528.67072,6059745886.97114,6514226778.13271,6996279596.83797,7464977903.89639,7778506975.86004
Turkmenistan,TKM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,9505676773.02965,10553546665.6782,10104459535.7441,13679877891.7139,13049883507.5037,11096839691.0073,11263292305.6718,9314758452.22201,8644092030.71642,9223245519.13358,8171795508.9546,8751993018.19031,10196071822.1891,10753701529.1433,11220825732.1485,11249683443.3515,11617416308.6071,12198334457.7675,13789041600.9069,15301298963.195,16993515438.4036,19491562207.8489,20680547524.915,22583157894.7368,25902882088.9745,28778101990.8921,31713468423.1438,34979955661.3867,37253652747.7258
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,772244252476.813,822366372787.546,860654051113.138,880828243578.415,946591590008.71,994725218964.922,1033731752516.15,1078590481587.96,1163673052265.13,1236393941571.99,1319417374010.77,1406993592370.98,1508450785247.77,1640067103718.8,1748036784792.98,1814270362562.5,1925932250606.76,2017265495268.21,2093814204605.01,2232957068818.6,2375500426159.01,2374959623168.19,2352717377141.14,2285550629258.63,2373712084730.38,2459949084424.08,2574231561936.15,2663863480754.23,2683286752086.65,2717126027711.27,2730826688400.05,2841906320103.97,2930569225928.25,3052615162037.95,3194310695487.72,3246932540684.3,3355472115037.39,3528894928130.3,3600212108354.15,3596542976810.03,3732102435831.96,3760867385962.99,3769859269345.55,3830867514469.22,4074922917749.12,4261396333118.64,4493341316944.76,4756701791945.69,4948055944243.6,4886633823759.99,5178356887723.4,5423951246799.73,5589852438934.78,5751558838346.75,5808023291182.45,5753131522473.86
Middle East & North Africa (IDA & IBRD countries),TMN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,199551274790.398,212204783669.404,231336351076.228,258730234139.072,289609586640.209,316050497147.772,341073094585.358,387435837648.931,409833554196.085,435579369094.293,446173512737.862,517187504063.431,520108247612.332,495692126153.306,481040460658.235,447974655139.8,441987127032.451,501457682872.639,530773352885.338,526133521914.421,543779449505.673,529614069318.252,536829175895.485,532437236577.3,544281706389.742,614240090589.159,602431150933.542,630834036211.119,641730054825.71,651831107440.634,668782438078.266,711848313270.154,737327548774.552,786493485620.504,824537541823.154,860260488657.39,885474858487.453,917106221509.434,939897491859.385,1016406138557.47,1066358384853.38,1128451373136.23,1200513312657.46,1246732583149.05,1284550506567.6,1354032873833.12,1344511572240.81,1381806624192.69,1394727701556.19,1416757885616.74,
Timor-Leste,TLS,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473168800,556000000,647000000,604000000,590000000,593000000,630000000,594000000,662000000,756000000,854000000,934000000,1023000000,1088000000,1118000000,1179490000,1229630119.9
Tonga,TON,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,207821114.817685,217674465.451125,221989649.959654,225848700.188175,240660904.66199,245759693.065292,253097187.32857,248334222.104545,249302494.147358,244206523.218477,259872224.724465,260527065.095244,270265690.14742,283650670.823992,294179424.448549,294209477.509043,293822346.637671,301810825.780414,313526230.430129,324091561.792788,335764654.896806,347234741.554358,354722995.413867,357433751.812862,363071221.553782,359164570.836352,342746751.947984,351165464.377809,355026788.357618,369816107.03043,377283155.687716,379346733.269183,369197152.386492,377112574.911783,
South Asia (IDA & IBRD),TSA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,184048420088.86,191606130208.035,197955927816.319,208603230511.634,224648391304.668,222389675654.103,224573028036.539,238986794921.126,249413471222.859,264183039559.721,279266129805.727,281503244379.217,277086098648.323,287489070999.514,293924132768.097,315443275486.674,323044681950.126,343809236587.136,364564815745.321,353406021251.78,376389177852.502,400258553155.263,415312823620.51,443392112236.341,461800991682.211,486727905858.969,510134099019.914,531412781839.558,576977901966.17,608551739932.208,641564948125.35,653696676412.201,691060481092.137,721553898758.67,765396444211.101,818735315937.6,874985839528.686,908213102735.552,959158330748.818,1033893224209.93,1075980862063.93,1122510133346.64,1164237872617.7,1248745417670.25,1343079053273.27,1461241489062.34,1588120638658.04,1716563795953.54,1783226531901.76,1919371437402.81,2093718885212,2226077381383.37,2351842474525.48,2499225073633.94,2670482829680.94,2862660453430.12
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,244808113644.4,248430608199.615,262956076478.85,279530486332.118,294579146233.68,312370806989.848,317429254156.996,316283259199.34,325926948978.558,355104173198.093,390132618420.334,419214634512.021,430351290507.095,449092218513.476,484582942418.023,484304671884.271,509798052971.68,521792949498.668,520506185905.331,541450084854.993,563194248467.32,562362234765.05,563714941562.154,555431341915.256,567313439531.995,579742111315.188,577266217872.852,577627589326.992,603154308751.761,622914402954.011,637968369234.901,638182593125.421,629142123639.526,628844392872.261,640813820289.028,661477624023.434,696227031234.627,721366023566.441,739246005242.643,755382699205.48,782790722387.751,813116074970.843,837362304609.808,878157142904.458,979918175744.238,1034276707937.24,1107336626220.81,1185712923072.87,1248778910317.3,1284295285596.56,1355385369041.19,1413707191091.38,1465242340257.55,1534733556329.38,1605815155547.69,1653643700287.95
Trinidad and Tobago,TTO,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,4198187118.59858,4787489619.43421,4918784757.75761,5194462832.85384,5590826307.48121,5629618271.59904,5858001839.46733,5977652365.67585,6289395806.87761,6461139175.93307,6689452349.09273,6759044889.87022,7149741163.81836,7268171349.16387,7544914399.02378,7656425471.86679,8146830920.58805,8889967855.16165,9780429324.65574,10132463236.5961,10024490931.828,10447096202.8226,10845051474.8361,9726557771.06501,9167192409.56896,8789383771.33816,8500931379.41413,8113167933.90246,7795325158.5778,7730855930.47317,7847469387.19184,8057942455.41578,7925211691.67095,7810020350.27812,8088517934.92128,8408472924.37677,9000574113.79081,9692532750.66564,10479166330.061,11320074870.2844,12175843294.8327,12683396254.6241,13690040588.0181,15667076364.2008,16912545273.0872,17962644007.2046,20335160406.3737,21301932566.5145,22024157839.7115,21057166821.9862,21037612736.256,21039082255.426,21326491762.7778,21697521651.2887,21874677599.1698,22094796727.1996
Tunisia,TUN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,5059838759.25667,5234649503.98211,5243127148.24647,5788922453.54199,6063769805.78455,6346925527.45564,7017173396.67458,8262210702.80844,8208122677.09934,8870910716.78077,9505721950.53794,10254473662.1489,10604263588.0956,11287228377.8119,12028519491.407,12920884029.6213,13633350985.0496,13566038004.7506,14201188696.3812,15017592776.3029,15865872502.4452,15636295165.5722,16684141330.1663,16696180452.7036,16987812491.2673,18338312910.4373,19054340645.5219,20541670811.7927,20991498253.4582,21658694425.0384,22168035419.8687,23752181151.3204,25044523892.6925,26242594452.9831,27831487634.4837,29142311722.7889,30248607447.2544,30648664524.242,32089890945.9271,34090950398.2115,35279543593.6845,37129671719.9944,39620931745.1446,41299978412.7428,42556922174.0953,44050929160.2627,43000790834.1484,44591820106.1897,45617431954.7296,46666632876.9037,47039965977.3648
